1231,高碑店市,78,071000,3
1232,高阳县,78,071000,3
1233,万全县,79,075000,3
1234,下花园区,79,075000,3
1235,宣化区,79,075000,3
1236,宣化县,79,075000,3
1237,尚义县,79,075000,3
1238,崇礼县,79,075000,3
1239,康保县,79,075000,3
1240,张北县,79,075000,3
1241,怀安县,79,075000,3
1242,怀来县,79,075000,3
1243,桥东区,79,075000,3
1244,桥西区,79,075000,3
1245,沽源县,79,075000,3
1246,涿鹿县,79,075000,3
1247,蔚县,79,075000,3
1248,赤城县,79,075000,3
1249,阳原县,79,075000,3
1250,丰宁满族自治县,80,067400,3
1251,兴隆县,80,067400,3
1252,双桥区,80,067400,3
1253,双滦区,80,067400,3
1254,围场满族蒙古族自治县,80,067400,3
1255,宽城满族自治县,80,067400,3
1256,平泉县,80,067400,3
1257,承德县,80,067400,3
1258,滦平县,80,067400,3
1259,隆化县,80,067400,3
1260,鹰手营子矿区,80,067400,3
1261,冀州市,81,053000,3
1262,安平县,81,053000,3
1263,故城县,81,053000,3
1264,景县,81,053000,3
1265,枣强县,81,053000,3
1266,桃城区,81,053000,3
1267,武强县,81,053000,3
1268,武邑县,81,053000,3
1269,深州市,81,053000,3
1270,阜城县,81,053000,3
1271,饶阳县,81,053000,3
1272,三河市,82,065000,3
1273,固安县,82,065000,3
1274,大厂回族自治县,82,065000,3
1275,大城县,82,065000,3
1276,安次区,82,065000,3
1277,广阳区,82,065000,3
1278,文安县,82,065000,3
1279,永清县,82,065000,3
1280,霸州市,82,065000,3
1281,香河县,82,065000,3
1282,东光县,83,061000,3
1283,任丘市,83,061000,3
1284,南皮县,83,061000,3
1285,吴桥县,83,061000,3
1286,孟村回族自治县,83,061000,3
1287,新华区,83,061000,3
1288,沧县,83,061000,3
1289,河间市,83,061000,3
1290,泊头市,83,061000,3
1291,海兴县,83,061000,3
1292,献县,83,061000,3
1293,盐山县,83,061000,3
1294,肃宁县,83,061000,3
1295,运河区,83,061000,3
1296,青县,83,061000,3
1297,黄骅市,83,061000,3
1298,万柏林区,84,030000,3
1299,古交市,84,030000,3
1300,娄烦县,84,030000,3
1301,小店区,84,030000,3
1302,尖草坪区,84,030000,3
1303,晋源区,84,030000,3
1304,杏花岭区,84,030000,3
1305,清徐县,84,030000,3
1306,迎泽区,84,030000,3
1307,阳曲县,84,030000,3
1308,南郊区,85,163000,3
1309,城区,85,163000,3
1310,大同县,85,163000,3
1311,天镇县,85,163000,3
1312,左云县,85,163000,3
1313,广灵县,85,163000,3
1314,新荣区,85,163000,3
1315,浑源县,85,163000,3
1316,灵丘县,85,163000,3
1317,矿区,85,163000,3
1318,阳高县,85,163000,3
1319,城区,86,045000,3
1320,平定县,86,045000,3
1321,盂县,86,045000,3
1322,矿区,86,045000,3
1323,郊区,86,045000,3
1324,城区,87,046000,3
1325,壶关县,87,046000,3
1326,屯留县,87,046000,3
1327,平顺县,87,046000,3
1328,武乡县,87,046000,3
1329,沁县,87,046000,3
1330,沁源县,87,046000,3
1331,潞城市,87,046000,3
1332,襄垣县,87,046000,3
1333,郊区,87,046000,3
1334,长子县,87,046000,3
1335,长治县,87,046000,3
1336,黎城县,87,046000,3
1337,城区,88,048000,3
1338,沁水县,88,048000,3
1339,泽州县,88,048000,3
1340,阳城县,88,048000,3
1341,陵川县,88,048000,3
1342,高平市,88,048000,3
1343,右玉县,89,036000,3
1344,山阴县,89,036000,3
1345,平鲁区,89,036000,3
1346,应县,89,036000,3
1347,怀仁县,89,036000,3
1348,朔城区,89,036000,3
1349,介休市,90,030600,3
1350,和顺县,90,030600,3
1351,太谷县,90,030600,3
1352,寿阳县,90,030600,3
1353,左权县,90,030600,3
1354,平遥县,90,030600,3
1355,昔阳县,90,030600,3
1356,榆次区,90,030600,3
1357,榆社县,90,030600,3
1358,灵石县,90,030600,3
1359,祁县,90,030600,3
1360,万荣县,91,044000,3
1361,临猗县,91,044000,3
1362,垣曲县,91,044000,3
1363,夏县,91,044000,3
1364,平陆县,91,044000,3
1365,新绛县,91,044000,3
1366,永济市,91,044000,3
1367,河津市,91,044000,3
1368,盐湖区,91,044000,3
1369,稷山县,91,044000,3
1370,绛县,91,044000,3
1371,芮城县,91,044000,3
1372,闻喜县,91,044000,3
1373,五台县,92,034000,3
1374,五寨县,92,034000,3
1375,代县,92,034000,3
1376,保德县,92,034000,3
1377,偏关县,92,034000,3
1378,原平市,92,034000,3
1379,宁武县,92,034000,3
1380,定襄县,92,034000,3
1381,岢岚县,92,034000,3
1382,忻府区,92,034000,3
1383,河曲县,92,034000,3
1384,神池县,92,034000,3
1385,繁峙县,92,034000,3
1386,静乐县,92,034000,3
1387,乡宁县,93,041000,3
1388,侯马市,93,041000,3
1389,古县,93,041000,3
1390,吉县,93,041000,3
1391,大宁县,93,041000,3
1392,安泽县,93,041000,3
1393,尧都区,93,041000,3
1394,曲沃县,93,041000,3
1395,永和县,93,041000,3
1396,汾西县,93,041000,3
1397,洪洞县,93,041000,3
1398,浮山县,93,041000,3
1399,翼城县,93,041000,3
1400,蒲县,93,041000,3
1401,襄汾县,93,041000,3
1402,隰县,93,041000,3
1403,霍州市,93,041000,3
1404,中阳县,94,033000,3
1405,临县,94,033000,3
1406,交口县,94,033000,3
1407,交城县,94,033000,3
1408,兴县,94,033000,3
1409,孝义市,94,033000,3
1410,岚县,94,033000,3
1411,文水县,94,033000,3
1412,方山县,94,033000,3
1413,柳林县,94,033000,3
1414,汾阳市,94,033000,3
1415,石楼县,94,033000,3
1416,离石区,94,033000,3
1417,和林格尔县,95,010000,3
1418,回民区,95,010000,3
1419,土默特左旗,95,010100,3
1420,托克托县,95,010000,3
1421,新城区,95,010000,3
1422,武川县,95,010000,3
1423,清水河县,95,010000,3
1424,玉泉区,95,010000,3
1425,赛罕区,95,010000,3
1426,东河区,96,014000,3
1427,九原区,96,014000,3
1428,固阳县,96,014000,3
1429,土默特右旗,96,014100,3
1430,昆都仑区,96,014000,3
1431,白云矿区,96,014000,3
1432,石拐区,96,014000,3
1433,达尔罕茂明安联合旗,96,014500,3
1434,青山区,96,014000,3
1435,乌达区,97,016000,3
1436,海勃湾区,97,016000,3
1437,海南区,97,016000,3
1438,元宝山区,98,024000,3
1439,克什克腾旗,98,025350,3
1440,喀喇沁旗,98,024400,3
1441,宁城县,98,024000,3
1442,巴林右旗,98,025150,3
1443,巴林左旗,98,025450,3
1444,敖汉旗,98,024300,3
1445,松山区,98,024000,3
1446,林西县,98,024000,3
1447,红山区,98,024000,3
1448,翁牛特旗,98,024500,3
1449,阿鲁科尔沁旗,98,025500,3
1450,奈曼旗,99,028300,3
1451,库伦旗,99,028200,3
1452,开鲁县,99,028000,3
1453,扎鲁特旗,99,029100,3
1454,科尔沁区,99,028000,3
1455,科尔沁左翼中旗,99,029300,3
1456,科尔沁左翼后旗,99,028100,3
1457,霍林郭勒市,99,028000,3
1458,东胜区,100,017000,3
1459,乌审旗,100,017300,3
1460,伊金霍洛旗,100,017200,3
1461,准格尔旗,100,017100,3
1462,杭锦旗,100,017400,3
1463,达拉特旗,100,014300,3
1464,鄂东胜区,100,017000,3
1465,鄂托克前旗,100,016200,3
1466,鄂托克旗,100,016100,3
1467,扎兰屯市,101,021000,3
1468,新巴尔虎右旗,101,021300,3
1469,新巴尔虎左旗,101,021200,3
1470,根河市,101,021000,3
1471,海拉尔区,101,021000,3
1472,满洲里市,101,021000,3
1473,牙克石市,101,021000,3
1474,莫力达瓦达斡尔族自治旗,101,021000,3
1475,鄂伦春自治旗,101,021000,3
1476,鄂温克族自治旗,101,021000,3
1477,阿荣旗,101,162750,3
1478,陈巴尔虎旗,101,021500,3
1479,额尔古纳市,101,021000,3
1480,临河区,102,015000,3
1481,乌拉特中旗,102,015300,3
1482,乌拉特前旗,102,014400,3
1483,乌拉特后旗,102,015500,3
1484,五原县,102,015000,3
1485,杭锦后旗,102,015400,3
1486,磴口县,102,015000,3
1487,丰镇市,103,012000,3
1488,兴和县,103,012000,3
1489,凉城县,103,012000,3
1490,化德县,103,012000,3
1491,卓资县,103,012000,3
1492,商都县,103,012000,3
1493,四子王旗,103,011800,3
1494,察哈尔右翼中旗,103,013500,3
1495,察哈尔右翼前旗,103,012200,3
1496,察哈尔右翼后旗,103,012400,3
1497,集宁区,103,012000,3
1498,乌兰浩特市,104,137400,3
1499,扎赉特旗,104,137600,3
1500,科尔沁右翼中旗,104,029400,3
1501,科尔沁右翼前旗,104,137400,3
1502,突泉县,104,137400,3
1503,阿尔山市,104,137400,3
